id;bpmProcessId;caseGroupId;caseTypeId;storeId;createDate;createdBy;modifyDate;modifiedBy;endDate;dueDate;status;parameter1;parameter2;parameter3;parameter4;parameter5;parameter6;parameter7;parameter8;parameter9;parameter10;parameter11;parameter12;parameter13;parameter14;parameter15;previousVersionId
AGENT1.307;10207;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.308;10208;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.309;10209;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.310;10210;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.311;10211;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.312;10212;7;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.313;10213;1;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.314;10214;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.315;10215;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.316;10216;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.317;10217;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA1.318;10218;1;1;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.319;10219;1;2;2;01.01.2014;2;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.320;10220;1;2;2;01.01.2014;1;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.321;10221;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.322;10222;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.323;10223;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.324;10224;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.325;10225;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.326;10226;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.327;10227;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.328;10228;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.329;10229;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.330;10230;7;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.331;10231;1;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.332;10232;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.333;10233;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.334;10234;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.335;10235;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA1.336;10236;1;1;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.337;10237;1;2;2;01.01.2014;2;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.338;10238;1;2;2;01.01.2014;1;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.339;10239;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.340;10240;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.341;10241;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.342;10242;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.343;10243;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.344;10244;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.345;10245;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.346;10246;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.347;10247;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.348;10248;7;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.349;10249;1;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.350;10250;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.351;10251;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.352;10252;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.353;10253;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA1.354;10254;1;1;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.355;10255;1;2;2;01.01.2014;2;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.356;10256;1;2;2;01.01.2014;1;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.357;10257;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.358;10258;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.359;10259;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.360;10260;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.361;10261;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.362;10262;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.363;10263;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.364;10264;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.365;10265;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.366;10266;7;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.367;10267;1;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.368;10268;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;05.sty;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.369;10269;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;07.lut;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.370;10270;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.371;10271;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA1.372;10272;1;1;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.373;10273;1;2;2;01.01.2014;2;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.374;10274;1;2;2;01.01.2014;1;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.375;10275;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.376;10276;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.377;10277;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.378;10278;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.379;10279;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.380;10280;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.381;10281;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.382;10282;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.383;10283;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.384;10284;7;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.385;10285;1;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.386;10286;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.387;10287;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.388;10288;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.389;10289;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA1.390;10290;1;1;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.391;10291;1;2;2;01.01.2014;2;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.392;10292;1;2;2;01.01.2014;1;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.393;10293;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.394;10294;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.395;10295;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.396;10296;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.397;10297;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.398;10298;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.399;10299;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.400;10300;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.401;10301;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.402;10302;7;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.403;10303;1;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.404;10304;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;05.sty;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.405;10305;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;07.lut;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.406;10306;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.407;10307;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA1.408;10308;1;1;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.409;10309;1;2;2;01.01.2014;2;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.410;10310;1;2;2;01.01.2014;1;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.411;10311;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.412;10312;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.413;10313;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.414;10314;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.415;10315;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.416;10316;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.417;10317;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.418;10318;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.419;10319;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.420;10320;7;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.421;10321;1;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.422;10322;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.423;10323;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.424;10324;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.425;10325;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA1.426;10326;1;1;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.427;10327;1;2;2;01.01.2014;2;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.428;10328;1;2;2;01.01.2014;1;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.429;10329;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.430;10330;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.431;10331;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.432;10332;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
